,kVp_kV,InherentFiltration_mmAl,AddedFiltration_mmCu,AddedFiltration_mmAl,AddedFiltration_mmAir,DeviceModel,AcquisitionPlane,AnodeAngle_deg,HVL_mmAl,LabName,MeasurementDate
197,49.0,4.4,0.1,1,795,Allura Clarity,Plane A,11,3.196332732866692,U104,20180412
198,49.0,4.4,0.4,1,795,Allura Clarity,Plane A,11,4.243361935855321,U104,20180412
199,49.0,4.4,0.9,1,795,Allura Clarity,Plane A,11,5.018432076738696,U104,20180412
200,50.0,4.4,0.0,0,795,Allura Clarity,Plane A,11,2.369910479198908,U104,20180412
201,50.0,4.4,0.1,0,795,Allura Clarity,Plane A,11,3.113285522725864,U104,20180412
202,50.0,4.4,0.4,0,795,Allura Clarity,Plane A,11,4.290670080759712,U104,20180412
203,50.0,4.4,0.9,0,795,Allura Clarity,Plane A,11,5.1361116631208334,U104,20180412
204,50.0,4.4,0.0,1,795,Allura Clarity,Plane A,11,2.6175442638709123,U104,20180412
205,50.0,4.4,0.1,1,795,Allura Clarity,Plane A,11,3.274596416279761,U104,20180412
206,50.0,4.4,0.4,1,795,Allura Clarity,Plane A,11,4.359559095495737,U104,20180412
207,50.0,4.4,0.9,1,795,Allura Clarity,Plane A,11,5.165704535831062,U104,20180412
208,51.0,4.4,0.0,0,795,Allura Clarity,Plane A,11,2.420050297460123,U104,20180412
209,51.0,4.4,0.1,0,795,Allura Clarity,Plane A,11,3.185670399817155,U104,20180412
210,51.0,4.4,0.4,0,795,Allura Clarity,Plane A,11,4.402913684656924,U104,20180412
211,51.0,4.4,0.9,0,795,Allura Clarity,Plane A,11,5.280320460555656,U104,20180412
212,51.0,4.4,0.0,1,795,Allura Clarity,Plane A,11,2.674474361550549,U104,20180412
213,51.0,4.4,0.1,1,795,Allura Clarity,Plane A,11,3.3519060651404544,U104,20180412
214,51.0,4.4,0.4,1,795,Allura Clarity,Plane A,11,4.4742034177265335,U104,20180412
215,51.0,4.4,0.9,1,795,Allura Clarity,Plane A,11,5.311062300195823,U104,20180412
216,52.0,4.4,0.0,0,795,Allura Clarity,Plane A,11,2.4696143718185994,U104,20180412
217,52.0,4.4,0.1,0,795,Allura Clarity,Plane A,11,3.257104435621323,U104,20180412
218,52.0,4.4,0.4,0,795,Allura Clarity,Plane A,11,4.513482386660742,U104,20180412
219,52.0,4.4,0.9,0,795,Allura Clarity,Plane A,11,5.422397887434404,U104,20180412
220,52.0,4.4,0.0,1,795,Allura Clarity,Plane A,11,2.7307101749127938,U104,20180412
221,52.0,4.4,0.1,1,795,Allura Clarity,Plane A,11,3.4281718916846664,U104,20180412
222,52.0,4.4,0.4,1,795,Allura Clarity,Plane A,11,4.587128873362624,U104,20180412
223,52.0,4.4,0.9,1,795,Allura Clarity,Plane A,11,5.454276642440121,U104,20180412
224,53.0,4.4,0.0,0,795,Allura Clarity,Plane A,11,2.5186553657772937,U104,20180412
225,53.0,4.4,0.1,0,795,Allura Clarity,Plane A,11,3.3276815601115857,U104,20180412
226,53.0,4.4,0.4,0,795,Allura Clarity,Plane A,11,4.6225654098344755,U104,20180412
227,53.0,4.4,0.9,0,795,Allura Clarity,Plane A,11,5.562518770578877,U104,20180412
228,53.0,4.4,0.0,1,795,Allura Clarity,Plane A,11,2.786315622078869,U104,20180412
229,53.0,4.4,0.1,1,795,Allura Clarity,Plane A,11,3.5034989684361997,U104,20180412
230,53.0,4.4,0.4,1,795,Allura Clarity,Plane A,11,4.698528163344864,U104,20180412
231,53.0,4.4,0.9,1,795,Allura Clarity,Plane A,11,5.595515420055275,U104,20180412
232,54.0,4.4,0.0,0,795,Allura Clarity,Plane A,11,2.5672138161559834,U104,20180412
