,kVp_kV,InherentFiltration_mmAl,AddedFiltration_mmCu,AddedFiltration_mmAl,AddedFiltration_mmAir,DeviceModel,AcquisitionPlane,AnodeAngle_deg,HVL_mmAl,LabName,MeasurementDate
206,59.0,4.1,0.2,0,770,AXIOM-Artis,Single Plane,8,4.380092090084609,U106,20180328
207,59.0,4.1,0.3,0,770,AXIOM-Artis,Single Plane,8,4.8688149194678125,U106,20180328
208,59.0,4.1,0.6,0,770,AXIOM-Artis,Single Plane,8,5.810063957167604,U106,20180328
209,59.0,4.1,0.9,0,770,AXIOM-Artis,Single Plane,8,6.367989282918335,U106,20180328
210,60.0,4.1,0.0,0,770,AXIOM-Artis,Single Plane,8,2.8169798118429896,U106,20180328
211,60.0,4.1,0.1,0,770,AXIOM-Artis,Single Plane,8,3.788186572380157,U106,20180328
212,60.0,4.1,0.2,0,770,AXIOM-Artis,Single Plane,8,4.4605862162174486,U106,20180328
213,60.0,4.1,0.3,0,770,AXIOM-Artis,Single Plane,8,4.960120643422846,U106,20180328
214,60.0,4.1,0.6,0,770,AXIOM-Artis,Single Plane,8,5.923042272230883,U106,20180328
215,60.0,4.1,0.9,0,770,AXIOM-Artis,Single Plane,8,6.494440999793008,U106,20180328
216,61.0,4.1,0.0,0,770,AXIOM-Artis,Single Plane,8,2.8637865292725486,U106,20180328
217,61.0,4.1,0.1,0,770,AXIOM-Artis,Single Plane,8,3.8539467456911525,U106,20180328
218,61.0,4.1,0.2,0,770,AXIOM-Artis,Single Plane,8,4.540140559733223,U106,20180328
219,61.0,4.1,0.3,0,770,AXIOM-Artis,Single Plane,8,5.050235556049574,U106,20180328
220,61.0,4.1,0.6,0,770,AXIOM-Artis,Single Plane,8,6.034273492913756,U106,20180328
221,61.0,4.1,0.9,0,770,AXIOM-Artis,Single Plane,8,6.618768747158814,U106,20180328
222,62.0,4.1,0.0,0,770,AXIOM-Artis,Single Plane,8,2.9103169948034138,U106,20180328
223,62.0,4.1,0.1,0,770,AXIOM-Artis,Single Plane,8,3.9190946967191618,U106,20180328
224,62.0,4.1,0.2,0,770,AXIOM-Artis,Single Plane,8,4.618791836154469,U106,20180328
225,62.0,4.1,0.3,0,770,AXIOM-Artis,Single Plane,8,5.139201803393056,U106,20180328
226,62.0,4.1,0.6,0,770,AXIOM-Artis,Single Plane,8,6.143812604840646,U106,20180328
227,62.0,4.1,0.9,0,770,AXIOM-Artis,Single Plane,8,6.741036878997453,U106,20180328
228,63.0,4.1,0.0,0,770,AXIOM-Artis,Single Plane,8,2.956612096874835,U106,20180328
229,63.0,4.1,0.1,0,770,AXIOM-Artis,Single Plane,8,3.9836892832407518,U106,20180328
230,63.0,4.1,0.2,0,770,AXIOM-Artis,Single Plane,8,4.69661208135292,U106,20180328
231,63.0,4.1,0.3,0,770,AXIOM-Artis,Single Plane,8,5.2271017792248,U106,20180328
232,63.0,4.1,0.6,0,770,AXIOM-Artis,Single Plane,8,6.251760825826529,U106,20180328
233,63.0,4.1,0.9,0,770,AXIOM-Artis,Single Plane,8,6.861352265305058,U106,20180328
234,64.0,4.1,0.0,0,770,AXIOM-Artis,Single Plane,8,3.0027008180955903,U106,20180328
235,64.0,4.1,0.1,0,770,AXIOM-Artis,Single Plane,8,4.047773492120012,U106,20180328
236,64.0,4.1,0.2,0,770,AXIOM-Artis,Single Plane,8,4.773655656083133,U106,20180328
237,64.0,4.1,0.3,0,770,AXIOM-Artis,Single Plane,8,5.313999448807491,U106,20180328
238,64.0,4.1,0.6,0,770,AXIOM-Artis,Single Plane,8,6.358203622473591,U106,20180328
239,64.0,4.1,0.9,0,770,AXIOM-Artis,Single Plane,8,6.9798173363612195,U106,20180328
240,65.0,4.1,0.0,0,770,AXIOM-Artis,Single Plane,8,3.0486026255590257,U106,20180328
241,65.0,4.1,0.1,0,770,AXIOM-Artis,Single Plane,8,4.111381325295437,U106,20180328
242,65.0,4.1,0.2,0,770,AXIOM-Artis,Single Plane,8,4.849966676737206,U106,20180328
243,65.0,4.1,0.3,0,770,AXIOM-Artis,Single Plane,8,5.399946756728061,U106,20180328
244,65.0,4.1,0.6,0,770,AXIOM-Artis,Single Plane,8,6.463212717841396,U106,20180328
245,65.0,4.1,0.9,0,770,AXIOM-Artis,Single Plane,8,7.096521742469062,U106,20180328
246,66.0,4.1,0.0,0,770,AXIOM-Artis,Single Plane,8,3.0943320930301503,U106,20180328
247,66.0,4.1,0.1,0,770,AXIOM-Artis,Single Plane,8,4.174535006901556,U106,20180328
248,66.0,4.1,0.2,0,770,AXIOM-Artis,Single Plane,8,4.925570739724652,U106,20180328
249,66.0,4.1,0.3,0,770,AXIOM-Artis,Single Plane,8,5.484970149623879,U106,20180328
250,66.0,4.1,0.6,0,770,AXIOM-Artis,Single Plane,8,6.5668106840529905,U106,20180328
251,66.0,4.1,0.9,0,770,AXIOM-Artis,Single Plane,8,7.211482102797775,U106,20180328
252,67.0,4.1,0.0,0,770,AXIOM-Artis,Single Plane,8,3.139899015038748,U106,20180328
253,67.0,4.1,0.1,0,770,AXIOM-Artis,Single Plane,8,4.237241053354721,U106,20180328
254,67.0,4.1,0.2,0,770,AXIOM-Artis,Single Plane,8,5.000472695182479,U106,20180328
255,67.0,4.1,0.3,0,770,AXIOM-Artis,Single Plane,8,5.569073337236604,U106,20180328
256,67.0,4.1,0.6,0,770,AXIOM-Artis,Single Plane,8,6.668992139238227,U106,20180328
257,67.0,4.1,0.9,0,770,AXIOM-Artis,Single Plane,8,7.324674392723412,U106,20180328
258,68.0,4.1,0.0,0,770,AXIOM-Artis,Single Plane,8,3.185314366900084,U106,20180328
259,68.0,4.1,0.1,0,770,AXIOM-Artis,Single Plane,8,4.299514574943511,U106,20180328
260,68.0,4.1,0.2,0,770,AXIOM-Artis,Single Plane,8,5.074685668919882,U106,20180328
