kvp_kv,filtration_inherent_mmal,filtration_added_mmcu,filtration_added_mmal,anode_angle_deg,hvl_mmal
26,4.500000000000002,0.4,0,11,1.3145696608387305
26,4.500000000000002,0.9,0,11,1.4243904410915726
26,4.500000000000002,0.0,1,11,1.0140979901822331
26,4.500000000000002,0.1,1,11,1.1467803028475745
26,4.500000000000002,0.4,1,11,1.3256167666493572
26,4.500000000000002,0.9,1,11,1.427918380911627
26,4.600000000000002,0.0,0,11,0.9601304328922589
26,4.600000000000002,0.1,0,11,1.116788373647043
26,4.600000000000002,0.4,0,11,1.3157181012182673
26,4.600000000000002,0.9,0,11,1.4247526588792008
26,4.600000000000002,0.0,1,11,1.0194658585540435
26,4.600000000000002,0.1,1,11,1.149860883965301
26,4.600000000000002,0.4,1,11,1.3266702749764254
26,4.600000000000002,0.9,1,11,1.4282599234895104
26,4.700000000000003,0.0,0,11,0.9666877675586438
26,4.700000000000003,0.1,0,11,1.1203383827869438
26,4.700000000000003,0.4,0,11,1.3168564833944947
26,4.700000000000003,0.9,0,11,1.4251127428844146
26,4.700000000000003,0.0,1,11,1.024723616426739
26,4.700000000000003,0.1,1,11,1.1528955839221806
26,4.700000000000003,0.4,1,11,1.3277149394293022
26,4.700000000000003,0.9,1,11,1.428599477040454
26,4.8000000000000025,0.0,0,11,0.9730923366776777
26,4.8000000000000025,0.1,0,11,1.123830634446317
26,4.8000000000000025,0.4,0,11,1.3179849392535075
26,4.8000000000000025,0.9,0,11,1.4254707082049438
26,4.8000000000000025,0.0,1,11,1.0298749396303424
26,4.8000000000000025,0.1,1,11,1.1558855015796277
26,4.8000000000000025,0.4,1,11,1.3287508696529537
26,4.8000000000000025,0.9,1,11,1.4289370553109486
26,4.900000000000002,0.0,0,11,0.979349945944866
26,4.900000000000002,0.1,0,11,1.1272666515739866
26,4.900000000000002,0.4,0,11,1.3191035982048058
26,4.900000000000002,0.9,0,11,1.425826569795518
26,4.900000000000002,0.0,1,11,1.0349233053772173
26,4.900000000000002,0.1,1,11,1.1588316987207374
26,4.900000000000002,0.4,1,11,1.3297781733477056
26,4.900000000000002,0.9,1,11,1.429272671921475
26,5.000000000000003,0.0,0,11,0.9854660903653695
26,5.000000000000003,0.1,0,11,1.1306479004302528
26,5.000000000000003,0.4,0,11,1.320212587241982
26,5.000000000000003,0.9,0,11,1.4261803424697126
26,5.000000000000003,0.0,1,11,1.0398720377022754
26,5.000000000000003,0.1,1,11,1.1617352016656783
26,5.000000000000003,0.4,1,11,1.3307969563143118
26,5.000000000000003,0.9,1,11,1.429606340368056
27,2.0,0.0,0,11,0.7453960805618653
27,2.0,0.1,0,11,1.0714515436674372
27,2.0,0.4,0,11,1.396095326339776
27,2.0,0.9,0,11,1.5519982954235358
27,2.0,0.0,1,11,0.8818254586845106
27,2.0,0.1,1,11,1.1311627704808371
27,2.0,0.4,1,11,1.4120846854020526
27,2.0,0.9,1,11,1.5569242439772313
27,2.1,0.0,0,11,0.7615102213013465
27,2.1,0.1,0,11,1.0780139997815203
27,2.1,0.4,0,11,1.3977639392125116
27,2.1,0.9,0,11,1.5525035634298716
27,2.1,0.0,1,11,0.8930529463488106
27,2.1,0.1,1,11,1.136491179300441
